route,component,answer_text,next_or_outcome
/exemption/removal/waste/litter-seaweed/undertaker,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-seaweed/mpa,Radio,Yes,/exemption/removal/waste/litter-seaweed/mpa-management
/exemption/removal/waste/litter-seaweed/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-21-no-notification
/exemption/removal/waste/litter-seaweed/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-21-no-notification
/exemption/removal/waste/litter-seaweed/mpa-management,Radio,No,/exemption/removal/waste/dead-animals/undertaker/lse
/exemption/removal/waste/litter-seaweed/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-seaweed/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-seaweed/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-seaweed/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-21-no-notification
/exemption/removal/waste/litter-debris,Radio,Yes,/exemption/removal/waste/litter-debris/undertaker
/exemption/removal/waste/litter-debris,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/undertaker,Radio,A harbour authority or someone on behalf of a harbour authority,/exemption/removal/waste/litter-debris/historic-interest
/exemption/removal/waste/litter-debris/undertaker,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/historic-interest,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/historic-interest,Radio,No,/exemption/removal/waste/litter-debris/mpa
/exemption/removal/waste/litter-debris/mpa,Radio,Yes,/exemption/removal/waste/litter-debris/mpa-management
/exemption/removal/waste/litter-debris/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-24A
/exemption/removal/waste/litter-debris/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-24A
/exemption/removal/waste/litter-debris/mpa-management,Radio,No,/exemption/removal/waste/litter-debris/lse
/exemption/removal/waste/litter-debris/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/waste/litter-debris/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-24A
/exemption/removal/waste/accidental-deposits,Radio,Yes,/exemption/removal/waste/accidental-deposits/within-12-months
/exemption/removal/waste/accidental-deposits,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/within-12-months,Radio,Yes,/exemption/removal/waste/accidental-deposits/obstruction
/exemption/removal/waste/accidental-deposits/within-12-months,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/obstruction,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/obstruction,Radio,No,/exemption/removal/waste/accidental-deposits/mpa
/exemption/removal/waste/accidental-deposits/mpa,Radio,Yes,/exemption/removal/waste/accidental-deposits/mpa-management
/exemption/removal/waste/accidental-deposits/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-17B
/exemption/removal/waste/accidental-deposits/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-17B
/exemption/removal/waste/accidental-deposits/mpa-management,Radio,No,/exemption/removal/waste/accidental-deposits/lse
/exemption/removal/waste/accidental-deposits/lse,Radio,Likely to have a significant effect on a European site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/removal-exe-not-available-continue
/exemption/removal/waste/accidental-deposits/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-17B
/exemption/removal/waste/obstruction-danger-navigation,Radio,A harbour authority,/exemption/removal/waste/obstruction-danger-navigation/purpose
/exemption/removal/waste/obstruction-danger-navigation,Radio,A conservancy authority,/exemption/removal/waste/obstruction-danger-navigation/purpose
/exemption/removal/waste/obstruction-danger-navigation,Radio,A lighthouse authority,/exemption/removal/waste/obstruction-danger-navigation/purpose
/exemption/removal/waste/obstruction-danger-navigation,Radio,A person with powers under any enactment or statutory order to work on or maintain a canal or other inland navigation including navigation in tidal water.,/exemption/removal/waste/obstruction-danger-navigation/purpose
/exemption/removal/waste/obstruction-danger-navigation,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/waste/obstruction-danger-navigation/purpose,Radio,Yes,/exemption/licence-not-required-exemption-available-article-24
/exemption/removal/waste/obstruction-danger-navigation/purpose,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Flood or flood risk,/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Cables and pipelines,/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Coastguard activities - safety purposes and training,/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Salvage Operation,/exemption/removal/emergency-safety-pollution-response-accident-investigation/salvage
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Safety directions under the Merchant Shipping Act 1995,/exemption/removal/emergency-safety-pollution-response-accident-investigation/safety-directions
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Pollution prevention - activities within Part 6 of the Merchant Shipping Act 1995,/exemption/removal/emergency-safety-pollution-response-accident-investigation/pollution-prevention
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Fire Fighting,/exemption/removal/emergency-safety-pollution-response-accident-investigation/fire-fighting
/exemption/removal/emergency-safety-pollution-response-accident-investigation,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood,Radio,Yes,/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood/emergency
/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood/emergency,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/removal/emergency-safety-pollution-response-accident-investigation/flood/emergency,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines,Radio,Yes,/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines/emergency
/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines/emergency,Radio,Yes,/exemption/licence-not-required-exemption-available-article-34
/exemption/removal/emergency-safety-pollution-response-accident-investigation/cables-pipelines/emergency,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard,Radio,Yes,/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard/purpose
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard/purpose,Radio,"Securing the safety of a vessel, aircraft or marine structure",/exemption/licence-not-required-exemption-available-article-32
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard/purpose,Radio,Saving life,/exemption/licence-not-required-exemption-available-article-32
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard/purpose,Radio,Training for either of the above two purposes,/exemption/licence-not-required-exemption-available-article-32
/exemption/removal/emergency-safety-pollution-response-accident-investigation/coastguard/purpose,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/salvage,Radio,Yes,/exemption/licence-not-required-exemption-available-article-9
/exemption/removal/emergency-safety-pollution-response-accident-investigation/salvage,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/safety-directions,Radio,In exercise of a power under Schedule 3A to the Merchant Shipping Act 1995 (safety directions) by or on behalf of the Secretary of State,/exemption/licence-not-required-exemption-available-article-8
/exemption/removal/emergency-safety-pollution-response-accident-investigation/safety-directions,Radio,Compliance with a direction under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/removal/emergency-safety-pollution-response-accident-investigation/safety-directions,Radio,Avoiding interference with action taken under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/removal/emergency-safety-pollution-response-accident-investigation/safety-directions,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/pollution-prevention,Radio,Yes,/exemption/licence-not-required-exemption-available-article-7
/exemption/removal/emergency-safety-pollution-response-accident-investigation/pollution-prevention,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/fire-fighting,Radio,Yes,/exemption/licence-not-required-exemption-available-article-10
/exemption/removal/emergency-safety-pollution-response-accident-investigation/fire-fighting,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/emergency-safety-pollution-response-accident-investigation/air-accident-investigation,Radio,Yes,/exemption/licence-not-required-exemption-available-article-11
/exemption/removal/emergency-safety-pollution-response-accident-investigation/air-accident-investigation,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/fishing,Radio,Shellfish propogation and cultivation,/exemption/removal/fishing/shellfish-propagation-cultivation
/exemption/removal/fishing,Radio,Fishing operations,/exemption/removal/fishing/fishing-operations
/exemption/removal/fishing,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/fishing/shellfish-propagation-cultivation,Radio,Yes,/exemption/removal/fishing/shellfish-propagation-cultivation/obstruction
/exemption/removal/fishing/shellfish-propagation-cultivation,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/fishing/shellfish-propagation-cultivation/obstruction,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/fishing/shellfish-propagation-cultivation/obstruction,Radio,No,/exemption/licence-not-required-exemption-available-article-13
/exemption/removal/fishing/fishing-operations,Radio,Fishing or taking fish,/exemption/licence-not-required-exemption-available-article-12
/exemption/removal/fishing/fishing-operations,Radio,Removing fishing gear,/exemption/licence-not-required-exemption-available-article-12
/exemption/removal/fishing/fishing-operations,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous,Radio,Defence activities,/exemption/removal/miscellaneous/defence-activities
/exemption/removal/miscellaneous,Radio,Licensed deepsea mining,/exemption/removal/miscellaneous/deepsea-mining
/exemption/removal/miscellaneous,Radio,Scheduled works authorised under the Crossrail Act 2008,/exemption/removal/miscellaneous/crossrail-act
/exemption/removal/miscellaneous,Radio,Dismantling Ships,/exemption/removal/miscellaneous/dismantling-ships
/exemption/removal/miscellaneous,Radio,Exercising rights of foreign vessels,/exemption/removal/miscellaneous/foreign-vessels
/exemption/removal/miscellaneous,Radio,Air accident investigation,/exemption/removal/emergency-safety-pollution-response-accident-investigation/air-accident-investigation
/exemption/removal/miscellaneous,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/defence-activities,Radio,"The naval, military or air forces of the crown (including reserve forces and the Royal Fleet Auxiliary)",/exemption/removal/miscellaneous/defence-activities/restriction
/exemption/removal/miscellaneous/defence-activities,Radio,A visiting force within the meaning given by Section 12 of the Visiting Forces Act 1952,/exemption/removal/miscellaneous/defence-activities/restriction
/exemption/removal/miscellaneous/defence-activities,Radio,Someone else,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/defence-activities/restriction,Radio,Yes,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/defence-activities/restriction,Radio,No,/exemption/removal/miscellaneous/defence-activities/purpose
/exemption/removal/miscellaneous/defence-activities/purpose,Radio,Defence of the Realm,/exemption/licence-not-required-exemption-available-article-36
/exemption/removal/miscellaneous/defence-activities/purpose,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/deepsea-mining,Radio,In pursuance of an exploration or exploitation licence issued under the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/removal/miscellaneous/deepsea-mining,Radio,In pursuance of a reciprocal authorisation within the meaning given by section 3(3) of the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/removal/miscellaneous/deepsea-mining,Radio,for another reason,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/crossrail-act,Radio,Yes,/exemption/licence-not-required-exemption-available-article-29
/exemption/removal/miscellaneous/crossrail-act,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/dismantling-ships,Radio,Yes,/exemption/licence-not-required-exemption-available-article-28
/exemption/removal/miscellaneous/dismantling-ships,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/foreign-vessels,Radio,Yes,/exemption/removal/miscellaneous/foreign-vessels/undertaker
/exemption/removal/miscellaneous/foreign-vessels,Radio,No,/exemption/removal-exe-not-available-continue
/exemption/removal/miscellaneous/foreign-vessels/undertaker,Radio,A third country vessel,/exemption/licence-not-required-exemption-available-article-37
/exemption/removal/miscellaneous/foreign-vessels/undertaker,Radio,"A warship, naval auxiliary, other vessel or aircraft owned or operated by a state and used, for the time being, only on government non-commercial service (whether or not the warship, naval auxiliary, other vessel is a third country vessel)",/exemption/licence-not-required-exemption-available-article-37
/exemption/removal/miscellaneous/foreign-vessels/undertaker,Radio,Other,/exemption/removal-exe-not-available-continue
/exemption/dredging,Radio,Navigational dredging,/exemption/dredging/navigational-dredging
/exemption/dredging,Radio,Shellfish propagation and cultivation,/exemption/dredging/shellfish-propagation-cultivation
/exemption/dredging,Radio,"Coastal Protection, drainage or flood defence",/exemption/dredging/coastal-drainage-flood
/exemption/dredging,Radio,"Emergency, safety and training",/exemption/dredging/emergency
/exemption/dredging,Radio,Licensed deepsea mining,/exemption/dredging/miscellaneous/deepsea-mining
/exemption/dredging,Radio,Scheduled works authorised under the Crossrail Act 2008,/exemption/dredging/miscellaneous/crossrail-act
/exemption/dredging,Radio,Other,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging,Radio,Yes,/exemption/dredging/navigational-dredging/authorisation
/exemption/dredging/navigational-dredging,Radio,No,/exemption/dredging/navigational-dredging/purpose
/exemption/dredging/navigational-dredging/authorisation,Radio,A local Act,/exemption/dredging/navigational-dredging/method
/exemption/dredging/navigational-dredging/authorisation,Radio,An order under Section 14 or 16 of the Harbours Act 1964,/exemption/dredging/navigational-dredging/method
/exemption/dredging/navigational-dredging/authorisation,Radio,An order under Section 1 of the Harbours Act (Northern ireland) 1970,/exemption/dredging/navigational-dredging/method
/exemption/dredging/navigational-dredging/authorisation,Radio,An order under Section 10(3) of the Harbours Act (Northern ireland) 1970,/exemption/dredging/navigational-dredging/method
/exemption/dredging/navigational-dredging/authorisation,Radio,None of the above,/exemption/dredging/navigational-dredging/purpose
/exemption/dredging/navigational-dredging/method,Radio,Yes,/exemption/licence-not-required-exemption-available-Section-75
/exemption/dredging/navigational-dredging/method,Radio,No,/exemption/dredging/navigational-dredging/purpose
/exemption/dredging/navigational-dredging/purpose,Radio,Yes,/exemption/dredging/navigational-dredging/maintenance
/exemption/dredging/navigational-dredging/purpose,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/maintenance,Radio,Yes,/exemption/dredging/navigational-dredging/previous-purpose
/exemption/dredging/navigational-dredging/maintenance,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/previous-purpose,Radio,Yes,/exemption/dredging/navigational-dredging/quantity
/exemption/dredging/navigational-dredging/previous-purpose,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/quantity,Radio,500m3 or less,/exemption/dredging/navigational-dredging/last-12months
/exemption/dredging/navigational-dredging/quantity,Radio,More than 500m3,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/last-12months,Radio,Yes,/exemption/dredging/navigational-dredging/last-12-quantity
/exemption/dredging/navigational-dredging/last-12months,Radio,No,/exemption/dredging/navigational-dredging/obstruction
/exemption/dredging/navigational-dredging/last-12-quantity,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/last-12-quantity,Radio,No,/exemption/dredging/navigational-dredging/obstruction
/exemption/dredging/navigational-dredging/obstruction,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/obstruction,Radio,No,/exemption/dredging/navigational-dredging/mpa
/exemption/dredging/navigational-dredging/mpa,Radio,Yes,/exemption/dredging/navigational-dredging/mpa-management
/exemption/dredging/navigational-dredging/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-18A
/exemption/dredging/navigational-dredging/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-18A
/exemption/dredging/navigational-dredging/mpa-management,Radio,No,/exemption/dredging/navigational-dredging/lse
/exemption/dredging/navigational-dredging/lse,Radio,Likely to have a significant effect on a European site?,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/dredging-exe-not-available-continue
/exemption/dredging/navigational-dredging/lse,Radio,Unlikely to have any relevant effect on any sites specified above,/exemption/licence-not-required-exemption-available-article-18A
/exemption/dredging/shellfish-propagation-cultivation,Radio,Yes,/exemption/licence-not-required-exemption-available-article-13
/exemption/dredging/shellfish-propagation-cultivation,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood,Radio,"Maintenance of coast protection, drainage or flood defence works",/exemption/dredging/coastal-drainage-flood/maintenance
/exemption/dredging/coastal-drainage-flood,Radio,Emergency works in relation to flood or flood risk,/exemption/dredging/coastal-drainage-flood/emergency
/exemption/dredging/coastal-drainage-flood,Radio,Other,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/maintenance,Radio,The Environment Agency or someone on behalf of the Environment Agency,/exemption/dredging/coastal-drainage-flood/maintenance/EA
/exemption/dredging/coastal-drainage-flood/maintenance,Radio,The Coast Protection Authority or someone on behalf of the Coast Protection Authority,/exemption/dredging/coastal-drainage-flood/maintenance/CPA
/exemption/dredging/coastal-drainage-flood/maintenance,Radio,The Local Authority or someone on behalf of the Local Authority,/exemption/dredging/coastal-drainage-flood/maintenance/CPA
/exemption/dredging/coastal-drainage-flood/maintenance,Radio,The Secretary of State for Defence or someone on behalf of the Secretary of State for Defence,/exemption/dredging/coastal-drainage-flood/maintenance/CPA
/exemption/dredging/coastal-drainage-flood/maintenance,Radio,Someone else,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/maintenance/EA,Radio,Yes,/exemption/dredging/coastal-drainage-flood/maintenance/EA/beach-replenishment
/exemption/dredging/coastal-drainage-flood/maintenance/EA,Radio,No,/exemption/dredging/coastal-drainage-flood/emergency/validation
/exemption/dredging/coastal-drainage-flood/maintenance/EA/beach-replenishment,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/maintenance/EA/beach-replenishment,Radio,No,/exemption/licence-not-required-exemption-available-article-19
/exemption/dredging/coastal-drainage-flood/maintenance/CPA,Radio,Yes,/exemption/dredging/coastal-drainage-flood/maintenance/EA/beach-replenishment
/exemption/dredging/coastal-drainage-flood/maintenance/CPA,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/maintenance/CPA/beach-replenishment,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/maintenance/CPA/beach-replenishment,Radio,No,/exemption/licence-not-required-exemption-available-article-19
/exemption/dredging/coastal-drainage-flood/emergency,Radio,Yes,/exemption/dredging/coastal-drainage-flood/emergency/validation
/exemption/dredging/coastal-drainage-flood/emergency,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/coastal-drainage-flood/emergency/validation,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/dredging/coastal-drainage-flood/emergency/validation,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency,Radio,Flood or flood risk,/exemption/dredging/emergency/flood-flood-risk
/exemption/dredging/emergency,Radio,Cables and pipelines,/exemption/dredging/emergency/cables-pipelines
/exemption/dredging/emergency,Radio,Coastguard activities,/exemption/dredging/emergency/coastguard
/exemption/dredging/emergency,Radio,Salvage Operation,/exemption/dredging/emergency/salvage-operation
/exemption/dredging/emergency,Radio,Safety directions under the Merchant Shipping Act 1995,/exemption/dredging/safety-training/safety-directions
/exemption/dredging/emergency,Radio,Other,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/flood-flood-risk,Radio,Yes,/exemption/dredging/emergency/flood-flood-risk/emergency
/exemption/dredging/emergency/flood-flood-risk,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/flood-flood-risk/emergency,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/dredging/emergency/flood-flood-risk/emergency,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/cables-pipelines,Radio,Yes,/exemption/dredging/emergency/cables-pipelines/emergency
/exemption/dredging/emergency/cables-pipelines,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/cables-pipelines/emergency,Radio,Yes,/exemption/dredging/emergency/cables-pipelines/protection
/exemption/dredging/emergency/cables-pipelines/emergency,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/cables-pipelines/protection,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/cables-pipelines/protection,Radio,No,/exemption/dredging/emergency/cables-pipelines/protection/explosives
/exemption/dredging/emergency/cables-pipelines/protection/explosives,Radio,Yes,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/cables-pipelines/protection/explosives,Radio,No,/exemption/licence-not-required-exemption-available-article-34
/exemption/dredging/emergency/coastguard,Radio,Yes,/exemption/dredging/emergency/coastguard/purpose
/exemption/dredging/emergency/coastguard,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/coastguard/purpose,Radio,"Securing the safety of a vessel, aircraft or marine structure",/exemption/licence-not-required-exemption-available-article-32
/exemption/dredging/emergency/coastguard/purpose,Radio,Saving life,/exemption/licence-not-required-exemption-available-article-32
/exemption/dredging/emergency/coastguard/purpose,Radio,Training for either of the above two purposes,/exemption/licence-not-required-exemption-available-article-32
/exemption/dredging/emergency/coastguard/purpose,Radio,Other,/exemption/dredging-exe-not-available-continue
/exemption/dredging/emergency/salvage-operation,Radio,Yes,/exemption/licence-not-required-exemption-available-article-9
/exemption/dredging/emergency/salvage-operation,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/dredging/safety-training/safety-directions,Radio,In exercise of a power under Schedule 3A to the Merchant Shipping Act 1995 (safety directions) by or on behalf of the Secretary of State,/exemption/licence-not-required-exemption-available-article-8
/exemption/dredging/safety-training/safety-directions,Radio,Compliance with a direction under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/dredging/safety-training/safety-directions,Radio,Avoiding interference with action taken under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/dredging/safety-training/safety-directions,Radio,Other,/exemption/dredging-exe-not-available-continue
/exemption/dredging/miscellaneous/deepsea-mining,Radio,In pursuance of an exploration or exploitation licence issued under the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/dredging/miscellaneous/deepsea-mining,Radio,In pursuance of a reciprocal authorisation within the meaning given by section 3(3) of the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/dredging/miscellaneous/deepsea-mining,Radio,for another reason,/exemption/dredging-exe-not-available-continue
/exemption/dredging/miscellaneous/crossrail-act,Radio,Yes,/exemption/licence-not-required-exemption-available-article-29
/exemption/dredging/miscellaneous/crossrail-act,Radio,No,/exemption/dredging-exe-not-available-continue
/mod-permission,Outcome,,
/not-licensable,Outcome,,
/scaffolding-impede-navigation,Outcome,,
/scaffolding-mca-th-agreed,Outcome,,
/markers/ha-not-agreed,Outcome,,
/markers/th-not-agreed,Outcome,,
/fast-track-mla,Outcome,,
/fast-track-mla/bas-block,Outcome,,
/not-screened-out,Outcome,,
/historic-england/not-agreed,Outcome,,
/fast-track-mla/activity,Outcome,,
/natural-england/not-agreed,Outcome,,
/standard-marine-licence-application/construction,Outcome,,
/standard-marine-licence-application/deposit,Outcome,,
/standard-marine-licence-application/removal,Outcome,,
/standard-marine-licence-application/dredging,Outcome,,
/standard-marine-licence-application/incineration,Outcome,,
/standard-marine-licence-application/scuttling,Outcome,,
/standard-marine-licence-application/explosives,Outcome,,
/standard-marine-licence-application/other-activity,Outcome,,
/standard-marine-licence-application/other-maintenance,Outcome,,
/standard-marine-licence-application/bas-duration,Outcome,,
/standard-marine-licence-application/bas-other-location,Outcome,,
/standard-marine-licence-application/other-removals,Outcome,,
/standard-marine-licence-application/other-clearance-dredging,Outcome,,
/standard-marine-licence-application/other-beach-maintenance,Outcome,,
/standard-marine-licence-application/other-deposits,Outcome,,
/standard-marine-licence-application/duration,Outcome,,
/standard-marine-licence-application/public-register,Outcome,,
/standard-marine-licence-application/ten-square-miles,Outcome,,
/standard-marine-licence-application/intrusive-in-nature,Outcome,,
/standard-marine-licence-application/routing-measure,Outcome,,
/standard-marine-licence-application/protected-place,Outcome,,
/exemption/licence-not-required,Outcome,,
/exemption/licence-not-required/deposit-method,Outcome,,
/exemption/licence-not-required/sea,Outcome,,
/exemption/licence-not-required/deposit-method,Outcome,,
/exemption/licence-not-required/removal-seabed,Outcome,,
/exemption/licence-not-required/removal-method,Outcome,,
/exemption/licence-not-required/Incineration-on,Outcome,,
/exemption/licence-not-required/Activity-elsewhere,Outcome,,
/exemption/licence-not-required/deposit-method-elsewhere,Outcome,,
/exemption/licence-not-required/scuttling-method-elsewhere,Outcome,,
/exemption/licence-not-required/incineration-method-elsewhere,Outcome,,
/exemption/licence-not-required/scuttling-method-elsewhere,Outcome,,
/exemption/licence-not-required-cables,Outcome,,
/exemption/licence-not-required-cables/maintenance,Outcome,,
/exemption/licence-required-no-exemption-part-cables,Outcome,,
/exemption/licence-not-required-cables/maintenance/both,Outcome,,
/exemption/licence-not-required-exemption-available-article-7,Outcome,,
/exemption/licence-not-required-exemption-available-article-8,Outcome,,
/exemption/licence-not-required-exemption-available-article-9,Outcome,,
/exemption/licence-not-required-exemption-available-article-10,Outcome,,
/exemption/licence-not-required-exemption-available-article-11,Outcome,,
/exemption/licence-not-required-exemption-available-article-12,Outcome,,
/exemption/licence-not-required-exemption-available-article-13,Outcome,,
