route,component,answer_text,next_or_outcome
/exemption/construction/new/miscellaneous/deepsea-mining,Radio,In pursuance of a reciprocal authorisation within the meaning given by section 3(3) of the Deep Sea Mining (Temporary Provision) Act 1981,/exemption/licence-not-required-exemption-available-article-30
/exemption/construction/new/miscellaneous/deepsea-mining,Radio,for another reason,/exemption/construction-exe-not-available-continue
/exemption/construction/new/miscellaneous/crossrail-act,Radio,Yes,/exemption/licence-not-required-exemption-available-article-29
/exemption/construction/new/miscellaneous/crossrail-act,Radio,No,/exemption/construction-exe-not-available-continue
/exemption/construction/new/miscellaneous/bored-tunnel,Radio,Yes,/exemption/construction/new/miscellaneous/bored-tunnel/affect
/exemption/construction/new/miscellaneous/bored-tunnel,Radio,No,/exemption/construction-exe-not-available-continue
/exemption/construction/new/miscellaneous/bored-tunnel/affect,Radio,Yes,/exemption/construction-exe-not-available-continue
/exemption/construction/new/miscellaneous/bored-tunnel/affect,Radio,No,/exemption/licence-not-required-exemption-available-article-35
/exemption/deposit/activity-type,Radio,Fishing and shellfish propogation and cultivation,/exemption/deposit/fishing
/exemption/deposit/activity-type,Radio,"Markers, moorings and aids to navigation",/exemption/deposit/markers-moorings-pontoons-aids-to-navigation
/exemption/deposit/activity-type,Radio,Pontoons,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons
/exemption/deposit/activity-type,Radio,Scientific investigation or research,/exemption/deposit/scientific-research
/exemption/deposit/activity-type,Radio,Hull cleaning,/exemption/deposit/vessels/hull-cleaning
/exemption/deposit/activity-type,Radio,Maintenance of existing structures or assets,/exemption/deposit/maintenance
/exemption/deposit/activity-type,Radio,Deposit or disposal of dredged material,/exemption/deposit/dredged-material
/exemption/deposit/activity-type,Radio,"Emergency, safety and training",/exemption/deposit/emergency-safety-accident-investigation
/exemption/deposit/activity-type,Radio,Pollution prevention and discharge of chemicals,/exemption/deposit/pollution
/exemption/deposit/activity-type,Radio,Miscellaneous,/exemption/deposit/miscellaneous
/exemption/deposit/maintenance,Radio,"Coast protection, drainage or flood defence works",/exemption/deposit/maintenance/coastal-drainage-flood
/exemption/deposit/maintenance,Radio,Harbour works,/exemption/deposit/maintenance/harbour-works
/exemption/deposit/maintenance,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/coastal-drainage-flood,Radio,The Environment Agency or someone on behalf of the Environment Agency,/exemption/deposit/maintenance/coastal-drainage-flood/EA
/exemption/deposit/maintenance/coastal-drainage-flood,Radio,The Coast Protection Authority or someone on behalf of the Coast Protection Authority,/exemption/deposit/maintenance/coastal-drainage-flood/CPA
/exemption/deposit/maintenance/coastal-drainage-flood,Radio,The Local Authority or someone on behalf of the Local Authority,/exemption/deposit/maintenance/coastal-drainage-flood/CPA
/exemption/deposit/maintenance/coastal-drainage-flood,Radio,The Secretary of State for Defence or someone on behalf of the Secretary of State for Defence,/exemption/deposit/maintenance/coastal-drainage-flood/CPA
/exemption/deposit/maintenance/coastal-drainage-flood,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/coastal-drainage-flood/EA,Radio,Yes,/exemption/deposit/maintenance/coastal-drainage-flood/EA/beach-replenishment
/exemption/deposit/maintenance/coastal-drainage-flood/EA,Radio,No,/exemption/deposit/maintenance/coastal-drainage-flood/EA/emergency-flood
/exemption/deposit/maintenance/coastal-drainage-flood/EA/beach-replenishment,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/coastal-drainage-flood/EA/beach-replenishment,Radio,No,/exemption/licence-not-required-exemption-available-article-19
/exemption/deposit/maintenance/coastal-drainage-flood/CPA,Radio,Yes,/exemption/deposit/maintenance/coastal-drainage-flood/CPA/beach-replenishment
/exemption/deposit/maintenance/coastal-drainage-flood/CPA,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/coastal-drainage-flood/CPA/beach-replenishment,Radio,Yes,/exemption/construction-exe-not-available-continue
/exemption/deposit/maintenance/coastal-drainage-flood/CPA/beach-replenishment,Radio,No,/exemption/licence-not-required-exemption-available-article-19
/exemption/deposit/maintenance/coastal-drainage-flood/EA/emergency-flood,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/deposit/maintenance/coastal-drainage-flood/EA/emergency-flood,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/harbour-works,Radio,Yes,/exemption/deposit/maintenance/harbour-works/boundaries
/exemption/deposit/maintenance/harbour-works,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/harbour-works/boundaries,Radio,Yes,/exemption/deposit/maintenance/harbour-works/undertaker
/exemption/deposit/maintenance/harbour-works/boundaries,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/maintenance/harbour-works/undertaker,Radio,Yes,/exemption/licence-not-required-exemption-available-article-23
/exemption/deposit/maintenance/harbour-works/undertaker,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing,Radio,Shellfish propogation and cultivation,/exemption/deposit/fishing/shellfish-propagation-cultivation
/exemption/deposit/fishing,Radio,Fishing operations,/exemption/deposit/fishing/fishing-operations
/exemption/deposit/fishing,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/shellfish-propagation-cultivation,Radio,Yes,/exemption/deposit/fishing/shellfish-propagation-cultivation/obstruction
/exemption/deposit/fishing/shellfish-propagation-cultivation,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/shellfish-propagation-cultivation/obstruction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/shellfish-propagation-cultivation/obstruction,Radio,No,/exemption/deposit/fishing/shellfish-propagation-cultivation/disposal-artificial-reef
/exemption/deposit/fishing/shellfish-propagation-cultivation/disposal-artificial-reef,Radio,Disposal,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/shellfish-propagation-cultivation/disposal-artificial-reef,Radio,"Creating, altering or maintaining an artificial reef",/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/shellfish-propagation-cultivation/disposal-artificial-reef,Radio,Other,/exemption/licence-not-required-exemption-available-article-13
/exemption/deposit/fishing/fishing-operations,Radio,Fishing Gear,/exemption/deposit/fishing/fishing-operations/fishing-gear
/exemption/deposit/fishing/fishing-operations,Radio,Fish or other objects caught and returned in the course of a fishing operation,/exemption/licence-not-required-exemption-available-article-12
/exemption/deposit/fishing/fishing-operations,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/fishing-operations/fishing-gear,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/fishing/fishing-operations/fishing-gear,Radio,No,/exemption/licence-not-required-exemption-available-article-12
/exemption/deposit/dredged-material,Radio,Yes,/exemption/deposit/dredged-material/authorisation
/exemption/deposit/dredged-material,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/dredged-material/authorisation,Radio,A local Act,/exemption/deposit/dredged-material/method
/exemption/deposit/dredged-material/authorisation,Radio,An order under Section 14 or 16 of the Harbours Act 1964,/exemption/deposit/dredged-material/method
/exemption/deposit/dredged-material/authorisation,Radio,An order under Section 1 of the Harbours Act (Northern ireland) 1970,/exemption/deposit/dredged-material/method
/exemption/deposit/dredged-material/authorisation,Radio,An order under Section 10(3) of the Harbours Act (Northern ireland) 1970,/exemption/deposit/dredged-material/method
/exemption/deposit/dredged-material/authorisation,Radio,None of the above,/exemption/deposit-exe-not-available-continue
/exemption/deposit/dredged-material/method,Radio,Yes,/exemption/deposit/dredged-material/location
/exemption/deposit/dredged-material/method,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/dredged-material/location,Radio,Yes,/exemption/deposit/dredged-material/purpose
/exemption/deposit/dredged-material/location,Radio,No,/exemption/dredging-exe-not-available-continue
/exemption/deposit/dredged-material/purpose,Radio,Managing waters or waterways,/exemption/deposit/dredged-material/non-hazardous
/exemption/deposit/dredged-material/purpose,Radio,Preventing floods,/exemption/deposit/dredged-material/non-hazardous
/exemption/deposit/dredged-material/purpose,Radio,Mitigating the effects of floods or droughts,/exemption/deposit/dredged-material/non-hazardous
/exemption/deposit/dredged-material/purpose,Radio,Land reclamation,/exemption/deposit/dredged-material/non-hazardous
/exemption/deposit/dredged-material/purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/dredged-material/non-hazardous,Radio,Yes,/exemption/licence-not-required-exemption-available-Section-75-disposal
/exemption/deposit/dredged-material/non-hazardous,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation,Radio,Flood or flood risk,/exemption/deposit/emergency-safety-accident-investigation/flood
/exemption/deposit/emergency-safety-accident-investigation,Radio,Cables and pipelines,/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines
/exemption/deposit/emergency-safety-accident-investigation,Radio,Coastguard activities - safety purposes and training,/exemption/deposit/emergency-safety-accident-investigation/coastguard
/exemption/deposit/emergency-safety-accident-investigation,Radio,Flares - Safety purposes and training,/exemption/deposit/emergency-safety-accident-investigation/flares
/exemption/deposit/emergency-safety-accident-investigation,Radio,Salvage Operation,/exemption/deposit/emergency-safety-accident-investigation/salvage
/exemption/deposit/emergency-safety-accident-investigation,Radio,Safety directions under the Merchant Shipping Act 1995,/exemption/deposit/emergency-safety-accident-investigation/safety-directions
/exemption/deposit/emergency-safety-accident-investigation,Radio,Fire Fighting,/exemption/deposit/emergency-safety-accident-investigation/fire-fighting
/exemption/deposit/emergency-safety-accident-investigation,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/flood,Radio,Yes,/exemption/deposit/emergency-safety-accident-investigation/flood/emergency
/exemption/deposit/emergency-safety-accident-investigation/flood,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/flood/emergency,Radio,Yes,/exemption/licence-not-required-exemption-available-article-20
/exemption/deposit/emergency-safety-accident-investigation/flood/emergency,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines,Radio,Yes,/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/emergency
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/emergency,Radio,Yes,/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/protection
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/emergency,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/protection,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/protection,Radio,No,/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/explosives
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/explosives,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/cables-pipelines/explosives,Radio,No,/exemption/licence-not-required-exemption-available-article-34
/exemption/deposit/emergency-safety-accident-investigation/coastguard,Radio,Yes,/exemption/deposit/emergency-safety-accident-investigation/coastguard/purpose
/exemption/deposit/emergency-safety-accident-investigation/coastguard,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/coastguard/purpose,Radio,"Securing the safety of a vessel, aircraft or marine structure",/exemption/licence-not-required-exemption-available-article-32
/exemption/deposit/emergency-safety-accident-investigation/coastguard/purpose,Radio,Saving life,/exemption/licence-not-required-exemption-available-article-32
/exemption/deposit/emergency-safety-accident-investigation/coastguard/purpose,Radio,Training for either of the above two purposes,/exemption/licence-not-required-exemption-available-article-32
/exemption/deposit/emergency-safety-accident-investigation/coastguard/purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/flares,Radio,Yes,/exemption/deposit/emergency-safety-accident-investigation/flares/purpose
/exemption/deposit/emergency-safety-accident-investigation/flares,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/flares/purpose,Radio,"Securing the safety of a vessel, aircraft or marine structure",/exemption/licence-not-required-exemption-available-article-33
/exemption/deposit/emergency-safety-accident-investigation/flares/purpose,Radio,Saving life,/exemption/licence-not-required-exemption-available-article-33
/exemption/deposit/emergency-safety-accident-investigation/flares/purpose,Radio,Training for either of the above two purposes,/exemption/licence-not-required-exemption-available-article-33
/exemption/deposit/emergency-safety-accident-investigation/flares/purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/salvage,Radio,Yes,/exemption/licence-not-required-exemption-available-article-9
/exemption/deposit/emergency-safety-accident-investigation/salvage,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/safety-directions,Radio,In exercise of a power under Schedule 3A to the Merchant Shipping Act 1995 (safety directions) by or on behalf of the Secretary of State,/exemption/licence-not-required-exemption-available-article-8
/exemption/deposit/emergency-safety-accident-investigation/safety-directions,Radio,Compliance with a direction under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/deposit/emergency-safety-accident-investigation/safety-directions,Radio,Avoiding interference with action taken under Schedule 3A to the Merchant Shipping Act 1995 (safety directions),/exemption/licence-not-required-exemption-available-article-8
/exemption/deposit/emergency-safety-accident-investigation/safety-directions,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/fire-fighting,Radio,Yes,/exemption/licence-not-required-exemption-available-article-10
/exemption/deposit/emergency-safety-accident-investigation/fire-fighting,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/emergency-safety-accident-investigation/air-accident-investigation,Radio,Yes,/exemption/licence-not-required-exemption-available-article-11
/exemption/deposit/emergency-safety-accident-investigation/air-accident-investigation,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution,Radio,Pollution prevention and treatment,/exemption/deposit/pollution/pollution-prevention-treatment
/exemption/deposit/pollution,Radio,Discharge of offshore chemicals and oil,/exemption/deposit/pollution/offshore-chemical-oil
/exemption/deposit/pollution,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/pollution-prevention-treatment,Radio,"Equipment to contain, control or recover oils etc",/exemption/deposit/pollution/pollution-response-equipment
/exemption/deposit/pollution/pollution-prevention-treatment,Radio,Marine chemical and marine oil treatment substances,/exemption/deposit/pollution/chemical-oil-treatment
/exemption/deposit/pollution/pollution-prevention-treatment,Radio,Activities within Part 6 of the Merchant Shipping Act 1995,/exemption/deposit/pollution/pollution-prevention
/exemption/deposit/pollution/pollution-prevention-treatment,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/pollution-response-equipment,Radio,Yes,/exemption/deposit/pollution/pollution-response-equipment/explosives
/exemption/deposit/pollution/pollution-response-equipment,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/pollution-response-equipment/explosives,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/pollution-response-equipment/explosives,Radio,No,/exemption/licence-not-required-exemption-available-article-16
/exemption/deposit/pollution/chemical-oil-treatment,Radio,Dispersing or treating oil spills,/exemption/deposit/pollution/chemical-oil-treatment/approved
/exemption/deposit/pollution/chemical-oil-treatment,Radio,Treat chemical pollution,/exemption/deposit/pollution/chemical-oil-treatment/approved
/exemption/deposit/pollution/chemical-oil-treatment,Radio,Remove fouling matter from the surface of the 'Sea' or 'Seabed',/exemption/deposit/pollution/chemical-oil-treatment/approved
/exemption/deposit/pollution/chemical-oil-treatment,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/chemical-oil-treatment/approved,Radio,Yes,/exemption/deposit/pollution/chemical-oil-treatment/conditions
/exemption/deposit/pollution/chemical-oil-treatment/approved,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/chemical-oil-treatment/conditions,Radio,Yes,/exemption/licence-not-required-exemption-available-article-15
/exemption/deposit/pollution/chemical-oil-treatment/conditions,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/offshore-chemical-oil,Radio,Yes,/exemption/licence-not-required-exemption-available-article-14
/exemption/deposit/pollution/offshore-chemical-oil,Radio,No,/exemption/deposit/pollution/offshore-chemical-oil/Permit2
/exemption/deposit/pollution/offshore-chemical-oil/Permit2,Radio,Yes,/exemption/licence-not-required-exemption-available-article-14
/exemption/deposit/pollution/offshore-chemical-oil/Permit2,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/pollution/pollution-prevention,Radio,Yes,/exemption/licence-not-required-exemption-available-article-7
/exemption/deposit/pollution/pollution-prevention,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation,Radio,Temporary markers,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation,Radio,Moorings or aids to navigation,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation,Radio,Markers for European marine sites and marine conservation zones,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation,Radio,Diver trails,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/dive-trails
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,Placing a marker that will be in place for less than 24 hours,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/obstruction
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,Placing a marker that will be in place for longer than 24 hours but less than 28 days,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/obstruction
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers,Radio,Placing a marker that will be in place for longer than than 28 days,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/obstruction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/obstruction,Radio,No,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa-management
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-26a-no-notification
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-26a-no-notification
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/mpa-management,Radio,No,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/lse
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/lse,Radio,Likely to have a significant effect on a European site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers24/lse,Radio,Unlikely to have any relevant effect on any sites specified above?,/exemption/licence-not-required-exemption-available-article-26a-no-notification
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/obstruction,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/obstruction,Radio,No,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa-management
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa,Radio,No,/exemption/licence-not-required-exemption-available-article-26a
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa-management,Radio,Yes,/exemption/licence-not-required-exemption-available-article-26a
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/mpa-management,Radio,No,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/lse
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/lse,Radio,Likely to have a significant effect on a European site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/lse,Radio,Likely to have a significant effect on a Ramsar site?,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/lse,Radio,"Capable of affecting (other than insignificantly), the protected features of a Marine Conservation Zone or Highly Protected Marine Area?",/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/temporary-markers/lse,Radio,Unlikely to have any relevant effect on any sites specified above?,/exemption/licence-not-required-exemption-available-article-26a
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,Natural England,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,A public authority,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers,Radio,Someone else,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose,Radio,Installing a marker to indicate the existence and extent of a European Marine Site,/exemption/licence-not-required-exemption-available-article-26
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/ne-purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose,Radio,Installing a marker to indicate the existence and extent of a Marine Conservation Zone,/exemption/licence-not-required-exemption-available-article-26
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/marine-site-markers/pa-purpose,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Pile mooring,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Swinging mooring,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Trot Mooring,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Aid to Navigation,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings,Radio,Something else,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,A harbour authority or someone on behalf of a harbour authority,/exemption/licence-not-required-exemption-available-article-25
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,A lighthouse authority or someone on behalf of a lighthouse authority,/exemption/licence-not-required-exemption-available-article-25
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/undertaker,Radio,Someone else,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/consent
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/consent,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/approval
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/consent,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/approval,Radio,Yes,/exemption/licence-not-required-exemption-available-article-25-notification
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/moorings/approval,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker,Radio,A harbour authority or someone on behalf of a harbour authority,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/deck
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoons/undertaker,Radio,Someone else,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/consent
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/consent,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/approval
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/consent,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/approval,Radio,Yes,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/deck
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/approval,Radio,No,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/deck,Radio,Yes,/exemption/deposit-exe-not-available-continue
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/deck,Radio,No,/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/quantity
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/quantity,Radio,Yes,/exemption/licence-not-required-exemption-available-article-25A-mmo-approval
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/pontoon/quantity,Radio,No,/exemption/licence-not-required-exemption-available-article-25A
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,a wreck within an area designated as a restricted area within the meaning of section 1 of the Protection of Wrecks Act 1973,/exemption/licence-not-required-exemption-available-article-31
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,a monument designated as a scheduled monument under section 1 of the Ancient Monuments and Archaeological Areas Act 1979,/exemption/licence-not-required-exemption-available-article-31
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,an area designated as a controlled site under section 1(2)(b) of the Protection of Military Remains Act 1986,/exemption/licence-not-required-exemption-available-article-31
/exemption/deposit/markers-moorings-pontoons-aids-to-navigation/dive-trails,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research,Radio,Scientific instruments and associated equipment,/exemption/deposit/scientific-research/scientific-equipment
/exemption/deposit/scientific-research,Radio,Tracers and reagents,/exemption/deposit/scientific-research/tracers-reagents
/exemption/deposit/scientific-research,Radio,Other,/exemption/deposit-exe-not-available-continue
/exemption/deposit/scientific-research/scientific-equipment,Radio,Yes,/exemption/deposit/scientific-research/scientific-equipment/survey
/exemption/deposit/scientific-research/scientific-equipment,Radio,No,/exemption/deposit-exe-not-available-continue
